"chrom"	"seg"	"num.mark"	"nhet"	"cnlr.median"	"mafR"	"segclust"	"cnlr.median.clust"	"mafR.clust"	"start"	"end"	"cf.em"	"tcn.em"	"lcn.em"	"ID"	"parameter"	"purity"	"ploidy"
23	35	762	3	-0.134640256856848	0.0982236776196905	8	-0.107809605094325	NA	451100	152864481	1	1	NA	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
24	36	82	2	0.0141679173964961	0.15468176779592	11	0.0210888931472564	NA	2655180	28773250	0.06069440641651	2	NA	"01-IM6_P-0021274-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.309997009515746	2.50295744568011
1	1	1129	125	0.00660680129714797	-0.00797490739808679	7	0.00400864457561334	0.00426025500405851	2488153	245978038	1	2	1	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
2	2	459	69	-0.0879827070923131	-0.00606998346195545	5	-0.0812100948371889	-0.00108716449814355	4717200	99204187	1	2	1	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
2	3	102	23	0.44325378066556	-0.0136724432088535	12	0.44325378066556	-0.0136724432088535	99373720	125424553	0.348766673281245	4	2	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
2	4	416	50	0.0153731879186606	-0.0143798894349552	7	0.00400864457561334	0.00426025500405851	128015050	242801050	1	2	1	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
3	5	985	95	0.0174601446648234	0.0120649227961406	7	0.00400864457561334	0.00426025500405851	1449841	197351150	1	2	1	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
4	6	570	75	-0.0183384952446044	0.00411301539827469	7	0.00400864457561334	0.00426025500405851	1402650	190262485	1	2	1	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
5	7	77	7	-0.108180841628019	0.0102365255700932	6	-0.0812100948371889	NA	223600	2979850	0.3	2	NA	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
5	8	437	36	0.221667392710712	0.00953975247336659	10	0.231066091473855	0.0133526371385552	4089150	148140697	0.226037018891395	3	1	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
5	9	261	36	-0.0976791897596381	0.000152593581668697	5	-0.0812100948371889	-0.00108716449814355	149433597	180058842	1	2	1	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
6	10	680	87	0.149973167223842	-0.000184685003321232	9	0.133391713615098	-0.00227139290747517	393175	170798900	0.0880755456902704	3	1	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
7	11	785	79	0.0385022254181571	0.00396729228878429	8	0.0597925103129737	0.00952732051916946	1672540	158450991	1	2	1	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
8	12	259	60	0.256098033803624	0.0156713220413567	10	0.231066091473855	0.0133526371385552	565100	145742879	0.226037018891395	3	1	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
9	13	596	70	0.00802534932326717	0.0163650671899904	7	0.00400864457561334	0.00426025500405851	421850	139566823	1	2	1	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
10	14	385	70	0.0932149144499369	0.0131710097212834	8	0.0597925103129737	0.00952732051916946	1510172	134199150	1	2	1	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
11	15	660	69	0.00972023310167724	0.01736138067938	7	0.00400864457561334	0.00426025500405851	532573	133495676	1	2	1	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
12	16	81	0	-0.222653641311481	0	4	-0.210318909950899	NA	394600	1042300	0.3	1	0	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
12	17	100	19	0.553438743106555	0.00723843116205249	13	0.553438743106555	0.00723843116205249	3001344	18398300	0.455813710633012	4	2	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
12	18	587	49	-0.0237161956342441	0.00982337605080785	7	0.00400864457561334	0.00426025500405851	18407043	133263955	1	2	1	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
13	19	129	8	-0.252712471475368	0.0549184534347715	2	-0.265067620960497	NA	21004738	28963736	0.3	1	0	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
13	20	340	31	0.112029196472788	-0.00375299744111425	9	0.133391713615098	-0.00227139290747517	28964198	112722387	0.0880755456902704	3	1	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
14	21	240	44	0.0785283032802112	-0.0151238138207231	8	0.0597925103129737	0.00952732051916946	19487500	105906073	1	2	1	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
15	22	353	53	0.05386935936345	0.0223331238693606	8	0.0597925103129737	0.00952732051916946	20488633	99861750	1	2	1	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
16	23	512	56	-0.204926911793913	0.0316308358946248	3	-0.210318909950899	0.0316308358946248	115043	89883050	0.226037018891395	1	0	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
17	24	856	90	-0.0813610771497548	0.0029220865264052	5	-0.0812100948371889	-0.00108716449814355	114669	80782950	1	2	1	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
18	25	205	35	0.127795464358748	-0.00685866489350742	9	0.133391713615098	-0.00227139290747517	724350	74387307	0.0880755456902704	3	1	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
19	26	780	68	-0.275263343298855	-0.0210643429870999	1	-0.265067620960497	-0.0210643429870999	1206950	58288169	0.174511860126397	0	0	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
20	27	335	63	-0.0710387892430517	-0.00301126179317536	5	-0.0812100948371889	-0.00108716449814355	345850	61048549	1	2	1	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
21	28	198	39	0.0776402994731708	0.0243760798777965	8	0.0597925103129737	0.00952732051916946	10996100	45660700	1	2	1	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
22	29	276	25	-0.0733612256398202	6.01410739669987e-05	5	-0.0812100948371889	-0.00108716449814355	16345938	49370754	1	2	1	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
23	30	614	0	-0.246816624531156	0	2	-0.265067620960497	NA	451200	149924700	1	1	0	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
24	31	53	2	0.215957151716208	-0.0517834358680675	11	0.231066091473855	NA	2655325	22930750	0.3	3	NA	"01-IM3_P-0001413-N01-IM3/coun"	"cval=75/300/100::snp.nbhd=250"	0	2
1	1	1381	172	-0.0971521996779122	0.0011221430968924	4	-0.0911080193613131	-0.000489843943553519	2488153	245978100	1	2	1	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
2	2	1193	205	-0.075976673592728	-0.0052255584146542	4	-0.0911080193613131	-0.000489843943553519	4562350	242982300	1	2	1	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
3	3	676	81	-0.0778089883624573	-0.00155507559989607	4	-0.0911080193613131	-0.000489843943553519	1449872	128205519	1	2	1	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
3	4	475	58	0.159355261407668	0.061768789591749	8	0.159355261407668	0.061768789591749	128205861	197354688	0.283709151170594	3	1	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
4	5	631	90	-0.123552567741937	0.00121687464633997	4	-0.0911080193613131	-0.000489843943553519	1402672	190262550	1	2	1	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
5	6	867	125	-0.084268158858436	0.00279794539393841	4	-0.0911080193613131	-0.000489843943553519	218487	180527600	1	2	1	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
6	7	479	136	-0.124901851500648	0.00508396302179004	4	-0.0911080193613131	-0.000489843943553519	393150	86578975	1	2	1	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
6	8	286	30	-0.365969153393348	0.138213222583229	1	-0.365969153393348	0.138213222583229	89786968	131790400	0.316937344915934	1	0	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
6	9	225	37	-0.123676174049783	0.0433954192028368	5	-0.0911080193613131	0.0364551747929868	134758313	170798983	1	2	1	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
7	10	904	145	-0.0520411000525103	-0.00412750461966889	7	-0.0428307740258779	0.00307046791304302	330800	158451100	1	2	1	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
8	11	350	58	-0.154626248975125	0.0600998463279414	3	-0.154626248975125	0.0600998463279414	565232	145743050	1	2	1	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
9	12	706	95	-0.104961368049067	-0.0042676008188159	4	-0.0911080193613131	-0.000489843943553519	421850	139820500	1	2	1	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
10	13	472	73	-0.0665131312902191	0.00170167234622023	4	-0.0911080193613131	-0.000489843943553519	1509900	134199150	1	2	1	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
11	14	780	103	-0.103186185412816	0.0130837825613755	4	-0.0911080193613131	-0.000489843943553519	532550	133495737	1	2	1	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
12	15	971	129	-0.0435551829012855	0.00254361824115349	7	-0.0428307740258779	0.00307046791304302	394450	133263981	1	2	1	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
13	16	530	72	-0.0928668728266017	-0.00422674213951979	4	-0.0911080193613131	-0.000489843943553519	21004834	112722387	1	2	1	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
14	17	292	46	-0.109468559916612	-0.00944558833513511	4	-0.0911080193613131	-0.000489843943553519	19487500	105906024	1	2	1	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
15	18	475	69	-0.113592091537315	-0.00514021182033209	4	-0.0911080193613131	-0.000489843943553519	20488600	101094364	1	2	1	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
16	19	793	107	-0.10619723756357	0.0343033272173752	5	-0.0911080193613131	0.0364551747929868	115072	89883000	1	2	1	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
17	20	1104	143	-0.081404020320282	-0.00432482089087751	4	-0.0911080193613131	-0.000489843943553519	114669	80783009	1	2	1	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
18	21	273	49	-0.0873944709493071	0.00511887518046642	4	-0.0911080193613131	-0.000489843943553519	724350	74387299	1	2	1	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
19	22	969	149	-0.0429426290857648	0.00709550042878059	7	-0.0428307740258779	0.00307046791304302	1207021	58288250	1	2	1	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
20	23	421	67	-0.220133168925885	0.0212234785035577	2	-0.220133168925885	0.0212234785035577	345791	62680612	0.316492113708846	1	0	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
21	24	222	54	-0.0925440769198628	-0.0026495613183462	4	-0.0911080193613131	-0.000489843943553519	10996025	45660835	1	2	1	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
22	25	305	46	-0.0140264711113085	0.0121974535845752	7	-0.0428307740258779	0.00307046791304302	16345900	49370962	1	2	1	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
23	26	725	2	-0.0681512328087275	0.122165372656751	6	-0.0911080193613131	NA	451000	149924789	1	1	NA	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
24	27	77	2	-0.0948100214732948	0.251190798309546	6	-0.0911080193613131	NA	2655362	22930850	1	1	NA	"01-IM5_P-0010179-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.316492113708846	2.40977399466651
1	1	601	66	0.0363851695204229	-0.000156791054785803	12	0.0406482975275901	0.00703529826806984	2488000	71762203	1	2	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
1	2	66	5	-0.270663012044544	0.40775138078238	9	-0.275677659783069	NA	71873154	92591916	0.419872989694379	1	0	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
1	3	276	35	0.0788920349265824	0.0120412080504542	14	0.0839833125664979	0.000147263930661769	92592000	172415546	1	2	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
1	4	53	7	-0.436903654167004	0.470806036056091	4	-0.452166475575437	NA	175869554	190734100	0.56406539814312	1	0	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
1	5	229	14	0.0931105089487045	0.117117127757799	15	0.0839833125664979	NA	193091355	245977950	NA	2	NA	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
2	6	365	35	0.065724128469734	1.26227545574849	13	0.0406482975275901	1.26227545574849	4717089	79227759	0.531245535625371	2	0	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
2	7	231	58	0.0641172440002106	0.0398115642529945	12	0.0406482975275901	0.00703529826806984	79422950	113994191	1	2	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
2	8	98	9	-0.372869607402534	0.602552232900083	6	-0.39251019554511	NA	119592977	158637137	0.487477550908658	1	0	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
2	9	353	35	0.0525588346513119	0.0101632814336151	12	0.0406482975275901	0.00703529826806984	158637250	242801100	1	2	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
3	10	643	54	0.0265696145525368	0.0542476925054356	12	0.0406482975275901	0.00703529826806984	1449872	135644857	1	2	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
3	11	170	17	0.380610120575355	0.351171142269117	19	0.413208333010297	0.197623509249747	137483693	164564579	0.574262796193036	3	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
3	12	219	26	0.0414282056690455	-0.00844774215184658	12	0.0406482975275901	0.00703529826806984	169427150	197351150	1	2	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
4	13	558	65	0.00563633704474547	-0.0183505032005081	12	0.0406482975275901	0.00703529826806984	1402650	190262486	1	2	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
5	14	199	21	0.056951484965353	-0.0173718625955928	12	0.0406482975275901	0.00703529826806984	218500	39074500	1	2	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
5	15	172	20	-0.33962408259772	0.486339024017413	7	-0.33069372631856	0.486339024017413	40457450	101265950	0.502249397929038	1	0	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
5	16	402	33	0.0267227320018936	0.0360358906225023	12	0.0406482975275901	0.00703529826806984	111983041	180527650	1	2	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
6	17	365	73	0.0838072668200442	-0.00985326792632243	14	0.0839833125664979	0.000147263930661769	393200	65096850	1	2	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
6	18	252	24	-0.505408771793659	0.70805732450661	2	-0.505408771793659	0.70805732450661	68164958	119108400	0.574262796193036	1	0	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
6	19	212	29	0.0575172178394539	-0.00891086463971957	12	0.0406482975275901	0.00703529826806984	119748232	170798891	1	2	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
7	20	441	63	0.0255620406077512	0.0191830011774169	12	0.0406482975275901	0.00703529826806984	1672540	128766650	1	2	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
7	21	337	27	0.404855296688011	0.137646988040761	19	0.413208333010297	0.197623509249747	128766850	158450965	0.574262796193036	3	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
8	22	58	13	-0.279306798270508	0.364236815544998	9	-0.275677659783069	NA	565232	31397850	0.419872989694379	1	0	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
8	23	226	39	0.430068691247848	0.187572540253064	19	0.413208333010297	0.197623509249747	36092421	145742879	0.574262796193036	3	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
9	24	625	65	0.0207135293135258	-0.00159830645592247	12	0.0406482975275901	0.00703529826806984	421980	139820500	1	2	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
10	25	407	66	0.0483729116040722	-0.00429544614072849	12	0.0406482975275901	0.00703529826806984	1510047	134199067	1	2	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
11	26	687	95	0.0609529354740812	0.0026940399597709	12	0.0406482975275901	0.00703529826806984	532701	133495663	1	2	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
12	27	753	72	0.0600776746010019	-0.00597755118550723	12	0.0406482975275901	0.00703529826806984	394700	115118997	1	2	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
12	28	121	32	-0.410563015167965	0.564848775451049	5	-0.39251019554511	0.564848775451049	115120500	133263825	0.529143296495708	1	0	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
13	29	153	17	0.00813110964734953	0.0362740018293563	12	0.0406482975275901	0.00703529826806984	21004650	32507500	1	2	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
13	30	78	8	-1.19200938137711	-0.0174042916762347	1	-1.19200938137711	NA	32507550	32972801	0.572567015860842	0	0	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
13	31	131	13	-0.386878603174785	0.688615782936718	6	-0.39251019554511	NA	33833696	80561367	0.487477550908658	1	0	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
13	32	103	17	0.0550617652495568	-0.0241993050177647	12	0.0406482975275901	0.00703529826806984	87971354	112722387	1	2	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
14	33	244	49	0.0578114695969258	0.0144320471986219	12	0.0406482975275901	0.00703529826806984	19487495	105259042	1	2	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
15	34	36	9	0.0988527488702414	0.00809511816935653	15	0.0839833125664979	NA	20488650	26216300	NA	2	NA	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
15	35	131	10	-0.453203242643293	0.499833623370674	4	-0.452166475575437	NA	26933250	48633050	0.56406539814312	1	0	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
15	36	237	31	0.0395373949168346	0.0205165453695455	12	0.0406482975275901	0.00703529826806984	54532140	99861516	1	2	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
16	37	357	25	0.196061907215763	0.079393362289649	16	0.196593737220444	0.079393362289649	115041	46660750	0.325471543017009	3	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
16	38	365	39	-0.456052699969052	0.603175467208834	3	-0.452166475575437	0.603175467208834	52085700	89883007	0.574053658503316	1	0	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
17	39	1007	105	0.0455772141890276	0.000435808903806197	12	0.0406482975275901	0.00703529826806984	114669	80783009	1	2	1	"01-IM5_P-0003852-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.574262796193036	1.91148209029824
